date,adm_level,adm_id,PCODE,n_pixels,rfh,rfh_avg,r1h,r1h_avg,r3h,r3h_avg,rfq,r1q,r3q,version
1981-03-11,2,51356,KE013060,34.0,94.882355,31.545097,115.911766,65.74902,,,273.3126,170.90239,,final
1981-03-21,2,51356,KE013060,34.0,171.29411,44.731373,283.0,101.93627,311.88235,174.55196,354.49277,269.31927,176.48505,final
1981-04-01,2,51356,KE013060,34.0,96.882355,103.40882,363.0588,179.68529,403.7647,260.77255,93.97977,199.28973,153.80246,final
1981-04-11,2,51356,KE013060,34.0,200.44118,107.57255,468.6176,255.71274,601.7059,354.40097,182.49669,181.66263,168.8103,final
1981-04-21,2,51356,KE013060,34.0,112.35294,121.31078,409.67648,332.29214,710.73535,461.76862,92.9081,122.94282,153.33836,final
1981-05-01,2,51356,KE013060,34.0,185.08824,66.88529,497.8824,295.76862,891.8236,520.94214,264.43274,167.19908,170.51755,final
1981-05-11,2,51356,KE013060,34.0,88.617645,46.885296,386.05884,235.08138,970.58826,556.54315,180.43195,162.88596,173.73344,final
1981-05-21,2,51356,KE013060,34.0,19.0,40.588234,292.70587,154.35883,985.38245,588.5873,52.645164,186.8148,166.84698,final
1981-06-01,2,51356,KE013060,34.0,13.294118,8.772549,120.911766,96.24608,981.85297,571.7,132.83029,124.362114,171.12068,final
1981-06-11,2,51356,KE013060,34.0,3.1176472,5.990196,35.411766,55.350983,890.0883,546.1451,73.862625,66.96124,162.40521,final
1981-06-21,2,51356,KE013060,34.0,13.029411,6.312745,29.441177,21.07549,731.82355,507.72647,159.37256,132.08257,143.70695,final
1981-07-01,2,51356,KE013060,34.0,4.4411764,9.289216,20.588234,21.592157,639.3824,413.60687,66.072044,96.22474,153.93498,final
1981-07-11,2,51356,KE013060,34.0,18.17647,9.305882,35.647057,24.907843,457.11768,315.3402,162.00656,135.90768,144.2584,final
1981-07-21,2,51356,KE013060,34.0,20.470589,10.916667,43.088234,29.511765,365.2353,204.94608,160.02464,139.33867,176.34781,final
1981-08-01,2,51356,KE013060,34.0,26.441177,11.159804,65.088234,31.382353,206.58824,149.2206,194.56409,192.64348,137.19844,final
1981-08-11,2,51356,KE013060,34.0,8.058824,9.506863,54.97059,31.583334,126.02941,111.842155,90.01825,163.9287,112.14225,final
1981-08-21,2,51356,KE013060,34.0,9.3529415,11.517647,43.852943,32.184315,116.382355,82.77157,86.89459,131.38051,138.29349,final
1981-09-01,2,51356,KE013060,34.0,6.0,6.815686,23.411766,27.840197,109.088234,80.814705,93.09658,86.51522,132.94719,final
1981-09-11,2,51356,KE013060,34.0,7.4411764,6.6235294,22.794117,24.956863,113.411766,81.448044,107.03441,92.780464,136.97449,final
1981-09-21,2,51356,KE013060,34.0,22.882353,7.9303923,36.32353,21.369608,123.26471,83.06569,215.63423,156.70892,145.64664,final
1981-10-01,2,51356,KE013060,34.0,26.617647,35.125492,56.941177,49.679413,145.44118,108.90196,78.796906,113.28062,132.07953,final
1981-10-11,2,51356,KE013060,34.0,32.02941,56.040195,81.52941,99.09608,159.29413,155.63628,60.66398,83.124565,102.2771,final
1981-10-21,2,51356,KE013060,34.0,87.05882,88.812744,145.70587,179.97842,225.88235,233.53235,98.1304,81.47214,96.79289,final
1981-11-01,2,51356,KE013060,34.0,49.264706,110.28529,168.35294,255.13823,248.70589,332.65784,47.069927,66.63877,75.13698,final
1981-11-11,2,51356,KE013060,34.0,91.26471,122.25,227.58824,321.34802,331.91177,445.40097,75.65006,71.270004,74.80263,final
1981-11-21,2,51356,KE013060,34.0,47.088234,90.34118,187.61765,322.87646,369.64706,524.2245,54.63351,58.747017,70.79171,final
1981-12-01,2,51356,KE013060,34.0,30.470589,42.2,168.82352,254.79118,394.11765,559.6088,75.14955,66.908936,70.68923,final
1981-12-11,2,51356,KE013060,34.0,14.823529,31.50196,92.382355,164.04314,401.49997,584.48724,54.308117,57.60799,68.95823,final
1981-12-21,2,51356,KE013060,34.0,25.235294,27.47647,70.52941,101.17843,403.8529,604.0333,93.099075,71.13442,67.13145,final
1982-01-01,2,51356,KE013060,34.0,4.3235292,17.188234,44.38235,77.011765,381.55878,592.58136,42.02015,60.213737,64.687225,final
1982-01-11,2,51356,KE013060,34.0,13.294118,13.944118,42.85294,61.313725,362.82352,550.7059,96.56885,72.161446,66.19032,final
1982-01-21,2,51356,KE013060,34.0,4.617647,13.943137,22.235294,45.07549,280.38235,472.7598,50.77114,54.388474,59.733437,final
1982-02-01,2,51356,KE013060,34.0,2.5882354,7.711765,20.500002,35.59902,233.70587,368.7255,59.694584,62.809406,63.87198,final
1982-02-11,2,51356,KE013060,34.0,3.9705882,11.284314,11.176471,32.939217,146.41176,254.62549,55.087303,42.637863,58.319294,final
1982-02-21,2,51356,KE013060,34.0,3.6470587,8.544118,10.205882,27.540195,102.97059,172.87646,63.843643,46.729534,60.69976,final
1982-03-01,2,51356,KE013060,34.0,14.882353,25.659803,22.5,45.488235,87.38235,158.09901,64.848274,54.468136,56.641876,final
1982-03-11,2,51356,KE013060,34.0,9.1470585,31.545097,27.67647,65.74902,81.70588,160.00195,38.711235,46.18646,52.548397,final
1982-03-21,2,51356,KE013060,34.0,68.52941,44.731373,92.55882,101.93627,125.0,174.55196,147.85316,91.230804,72.40244,final
1982-04-01,2,51356,KE013060,34.0,74.32353,103.40882,152.0,179.68529,195.0,260.77255,73.17073,85.009476,75.25232,final
1982-04-11,2,51356,KE013060,34.0,144.55882,107.57255,287.41174,255.71274,326.2647,354.40097,132.8555,112.1586,92.17135,final
1982-04-21,2,51356,KE013060,34.0,125.588234,121.31078,344.47058,332.29214,447.23526,461.76862,103.38644,103.61065,96.88639,final
1982-05-01,2,51356,KE013060,34.0,69.55882,66.88529,339.70587,295.76862,514.2059,520.94214,103.71916,114.60832,98.7192,final
1982-05-11,2,51356,KE013060,34.0,145.55882,46.885296,340.70587,235.08138,655.7941,556.54315,290.17627,143.99529,117.67468,final
1982-05-21,2,51356,KE013060,34.0,70.617645,40.588234,285.7353,154.35883,722.76465,588.5873,165.87097,182.44066,122.60449,final
1982-06-01,2,51356,KE013060,34.0,9.558824,8.772549,225.73529,96.24608,717.44116,571.7,105.70901,227.89552,125.27157,final
1982-06-11,2,51356,KE013060,34.0,6.9117646,5.990196,87.088234,55.350983,715.2058,546.1451,108.38536,152.5878,130.67444,final
1982-06-21,2,51356,KE013060,34.0,16.352942,6.312745,32.823532,21.07549,663.0295,507.72647,188.75119,145.05396,130.28964,final
1982-07-01,2,51356,KE013060,34.0,9.588235,9.289216,32.85294,21.592157,598.2941,413.60687,102.09262,142.34625,144.1195,final
1982-07-11,2,51356,KE013060,34.0,7.2647057,9.305882,33.205883,24.907843,461.0,315.3402,85.7319,127.74537,145.47035,final
1982-07-21,2,51356,KE013060,34.0,8.8529415,10.916667,25.705881,29.511765,344.2647,204.94608,87.03419,88.97221,166.35925,final
1982-08-01,2,51356,KE013060,34.0,10.441176,11.159804,26.558823,31.382353,285.14703,149.2206,95.552986,86.74211,188.13766,final
1982-08-11,2,51356,KE013060,34.0,9.441176,9.506863,28.735294,31.583334,149.0294,111.842155,99.54721,92.21493,131.82692,final
1982-08-21,2,51356,KE013060,34.0,11.6470585,11.517647,31.529411,32.184315,90.05882,82.77157,100.78348,98.23877,108.30252,final
1982-09-01,2,51356,KE013060,34.0,10.088235,6.815686,31.176468,27.840197,90.588234,80.814705,127.69665,110.15911,111.389114,final
1982-09-11,2,51356,KE013060,34.0,16.029411,6.6235294,37.764706,24.956863,99.70588,81.448044,180.92105,142.75429,121.12001,final
1982-09-21,2,51356,KE013060,34.0,13.676471,7.9303923,39.794117,21.369608,97.0294,83.06569,144.43855,169.87024,115.85602,final
1982-10-01,2,51356,KE013060,34.0,23.352942,35.125492,53.058823,49.679413,110.79411,108.90196,70.66067,106.180405,101.66121,final
1982-10-11,2,51356,KE013060,34.0,274.58823,56.040195,311.61765,99.09608,378.11765,155.63628,458.03952,304.15906,238.50008,final
1982-10-21,2,51356,KE013060,34.0,135.02942,88.812744,432.97058,179.97842,504.29413,233.53235,149.26482,236.76846,213.51157,final
1982-11-01,2,51356,KE013060,34.0,58.588234,110.28529,468.20587,255.13823,552.44116,332.65784,55.15728,181.90553,165.09055,final
1982-11-11,2,51356,KE013060,34.0,85.67647,122.25,279.29413,321.34802,628.67645,445.40097,71.25852,87.11379,140.69162,final
1982-11-21,2,51356,KE013060,34.0,101.32353,90.34118,245.58824,322.87646,718.35297,524.2245,111.519005,76.427635,136.68169,final
1982-12-01,2,51356,KE013060,34.0,59.617645,42.2,246.61765,254.79118,767.8823,559.6088,136.90178,96.8538,136.8881,final
1982-12-11,2,51356,KE013060,34.0,33.235294,31.50196,194.17647,164.04314,785.0882,584.48724,104.748604,117.82582,134.02974,final
1982-12-21,2,51356,KE013060,34.0,25.32353,27.47647,118.17647,101.17843,796.73535,604.0333,93.370766,116.008934,131.64064,final
1983-01-01,2,51356,KE013060,34.0,6.617647,17.188234,65.17647,77.011765,780.0,592.58136,52.359493,85.56878,131.36287,final
1983-01-11,2,51356,KE013060,34.0,4.6764708,13.944118,36.61765,61.313725,510.08826,550.7059,51.07902,62.75873,92.69081,final
1983-01-21,2,51356,KE013060,34.0,6.7058825,13.943137,18.0,45.07549,381.76468,472.7598,61.794846,45.930653,80.9538,final
1983-02-01,2,51356,KE013060,34.0,3.9117646,7.711765,15.294117,35.59902,327.08823,368.7255,70.10642,49.98672,88.858864,final
1983-02-11,2,51356,KE013060,34.0,19.088236,11.284314,29.705883,32.939217,260.5,254.62549,147.92294,91.4776,102.26269,final
1983-02-21,2,51356,KE013060,34.0,4.7352943,8.544118,27.735294,27.540195,163.91176,172.87646,71.878395,100.59956,94.96015,final
1983-03-01,2,51356,KE013060,34.0,5.647059,25.659803,29.470589,45.488235,109.94117,158.09901,34.72644,68.2745,70.47325,final
1983-03-11,2,51356,KE013060,34.0,4.5882354,31.545097,14.970589,65.74902,81.29411,160.00195,26.236721,28.227371,52.298843,final
1983-03-21,2,51356,KE013060,34.0,16.529411,44.731373,26.764706,101.93627,72.5,174.55196,43.29141,29.704332,43.162994,final
1983-04-01,2,51356,KE013060,34.0,27.617647,103.40882,48.735294,179.68529,93.5,260.77255,30.08763,29.095602,37.061768,final
1983-04-11,2,51356,KE013060,34.0,46.735294,107.57255,90.882355,255.71274,135.55882,354.40097,45.95729,36.77701,39.109196,final
1983-04-21,2,51356,KE013060,34.0,342.11765,121.31078,416.47058,332.29214,470.97058,461.76862,274.81238,124.95713,101.97142,final
1983-05-01,2,51356,KE013060,34.0,68.911766,66.88529,457.7647,295.76862,535.9706,520.94214,102.81904,153.8607,102.85744,final
1983-05-11,2,51356,KE013060,34.0,56.705883,46.885296,467.7353,235.08138,573.5882,556.54315,118.92749,196.90627,103.03539,final
1983-05-21,2,51356,KE013060,34.0,113.29412,40.588234,238.91177,154.35883,682.14703,588.5873,259.4839,153.05821,115.76176,final
1983-06-01,2,51356,KE013060,34.0,11.058824,8.772549,181.05882,96.24608,687.55884,571.7,116.60023,183.76892,120.08996,final
1983-06-11,2,51356,KE013060,34.0,7.5588236,5.990196,131.91177,55.350983,690.5295,546.1451,114.272964,226.85924,126.197174,final
1983-06-21,2,51356,KE013060,34.0,9.3529415,6.312745,27.970589,21.07549,683.353,507.72647,126.87408,126.442825,134.25346,final
1983-07-01,2,51356,KE013060,34.0,11.617647,9.289216,28.529413,21.592157,667.353,413.60687,116.29503,126.08759,160.61682,final
1983-07-11,2,51356,KE013060,34.0,9.176471,9.305882,30.14706,24.907843,629.7942,315.3402,99.0954,117.517876,198.1625,final
1983-07-21,2,51356,KE013060,34.0,14.911765,10.916667,35.705883,29.511765,302.58826,204.94608,125.1001,117.94784,146.50821,final
1983-08-01,2,51356,KE013060,34.0,8.058824,11.159804,32.14706,31.382353,241.73528,149.2206,80.810524,102.10186,159.98854,final
1983-08-11,2,51356,KE013060,34.0,9.058824,9.506863,32.02941,31.583334,194.08823,111.842155,96.91154,101.219345,170.39075,final
1983-08-21,2,51356,KE013060,34.0,12.441176,11.517647,29.558823,32.184315,93.2353,82.77157,105.59118,92.93925,111.92155,final
1983-09-01,2,51356,KE013060,34.0,14.794118,6.815686,36.294117,27.840197,96.9706,80.814705,167.52405,125.7426,118.826485,final
1983-09-11,2,51356,KE013060,34.0,7.882353,6.6235294,35.117645,24.956863,97.29412,81.448044,110.82996,133.91805,118.33017,final
1983-09-21,2,51356,KE013060,34.0,8.176471,7.9303923,30.852943,21.369608,96.117645,83.06569,101.90311,135.96313,114.82071,final
1983-10-01,2,51356,KE013060,34.0,59.32353,35.125492,75.382355,49.679413,143.82353,108.90196,160.30591,147.00662,130.65932,final
1983-10-11,2,51356,KE013060,34.0,23.441177,56.040195,90.94118,99.09608,158.08823,155.63628,46.594177,92.165985,101.526405,final
1983-10-21,2,51356,KE013060,34.0,50.97059,88.812744,133.73529,179.97842,194.14706,233.53235,59.662033,75.0008,83.488495,final
1983-11-01,2,51356,KE013060,34.0,111.76471,110.28529,186.17648,255.13823,297.85294,332.65784,101.283264,73.49034,89.69226,final
1983-11-11,2,51356,KE013060,34.0,46.441177,122.25,209.17647,321.34802,335.2353,445.40097,40.425285,65.62824,75.54053,final
1983-11-21,2,51356,KE013060,34.0,50.617645,90.34118,208.82353,322.87646,373.41177,524.2245,58.33539,65.21466,71.503075,final
1983-12-01,2,51356,KE013060,34.0,110.76471,42.2,207.82353,254.79118,469.38235,559.6088,245.26422,81.92099,84.019646,final
1983-12-11,2,51356,KE013060,34.0,11.558824,31.50196,172.94118,164.04314,473.05887,584.48724,45.3642,105.26377,81.097404,final
1983-12-21,2,51356,KE013060,34.0,57.14706,27.47647,179.4706,101.17843,522.0294,604.0333,191.36026,173.73642,86.5354,final
1984-01-01,2,51356,KE013060,34.0,6.117647,17.188234,74.82353,77.011765,468.82355,592.58136,50.10605,97.3318,79.290215,final
1984-01-11,2,51356,KE013060,34.0,5.1764708,13.944118,68.44118,61.313725,450.55887,550.7059,53.718365,110.748085,81.97842,final
1984-01-21,2,51356,KE013060,34.0,4.7058825,13.943137,16.0,45.07549,404.29416,472.7598,51.236935,41.936684,85.66945,final
1984-02-01,2,51356,KE013060,34.0,1.617647,7.711765,11.5,35.59902,294.14706,368.7255,52.059235,40.641376,80.04459,final
1984-02-11,2,51356,KE013060,34.0,1.7647059,11.284314,8.088236,32.939217,249.4706,254.62549,41.54124,34.49791,98.01449,final
1984-02-21,2,51356,KE013060,34.0,4.2352943,8.544118,7.617647,27.540195,203.08824,172.87646,68.18675,38.775574,116.9847,final
1984-03-01,2,51356,KE013060,34.0,9.823529,25.659803,15.823529,45.488235,102.147064,158.09901,48.348415,41.24432,65.69449,final
1984-03-11,2,51356,KE013060,34.0,10.117647,31.545097,24.176472,65.74902,100.70589,160.00195,41.367104,41.2394,64.063416,final
1984-03-21,2,51356,KE013060,34.0,14.1470585,44.731373,34.088234,101.93627,57.70588,174.55196,38.500965,36.55283,34.92353,final
1984-04-01,2,51356,KE013060,34.0,43.941177,103.40882,68.20589,179.68529,95.52941,260.77255,45.145016,39.63818,37.825356,final
1984-04-11,2,51356,KE013060,34.0,110.588234,107.57255,168.67647,255.71274,200.94118,354.40097,102.67889,66.61603,57.301228,final
1984-04-21,2,51356,KE013060,34.0,182.64706,121.31078,337.17648,332.29214,378.88235,461.76862,148.55981,101.448105,82.24254,final
1984-05-01,2,51356,KE013060,34.0,14.911765,66.88529,308.14706,295.76862,392.17648,520.94214,27.69936,104.11561,75.51714,final
1984-05-11,2,51356,KE013060,34.0,31.205883,46.885296,228.76471,235.08138,421.61765,556.54315,69.780624,97.36895,75.972374,final
1984-05-21,2,51356,KE013060,34.0,12.0,40.588234,58.11765,154.35883,429.38235,588.5873,37.29032,39.60725,73.17919,final
1984-06-01,2,51356,KE013060,34.0,5.970588,8.772549,49.17647,96.24608,425.52942,571.7,79.65547,53.5097,74.65397,final
1984-06-11,2,51356,KE013060,34.0,4.4117646,5.990196,22.382353,55.350983,419.82355,546.1451,85.63782,45.37184,77.08017,final
1984-06-21,2,51356,KE013060,34.0,4.9411764,6.312745,15.323529,21.07549,410.61765,507.72647,87.8759,77.94112,81.06031,final
1984-07-01,2,51356,KE013060,34.0,10.264706,9.289216,19.617647,21.592157,376.94116,413.60687,106.82676,92.574844,91.24101,final
1984-07-11,2,51356,KE013060,34.0,12.411765,9.305882,27.617647,24.907843,278.7647,315.3402,121.71054,109.06052,88.5823,final
1984-07-21,2,51356,KE013060,34.0,15.441176,10.916667,38.11765,29.511765,111.55883,204.94608,128.42624,124.93609,55.51846,final
1984-08-01,2,51356,KE013060,34.0,10.529411,11.159804,38.382355,31.382353,107.176476,149.2206,96.099,119.2401,72.73768,final
1984-08-11,2,51356,KE013060,34.0,5.970588,9.506863,31.941177,31.583334,81.94118,111.842155,75.62344,100.97816,74.40909,final
1984-08-21,2,51356,KE013060,34.0,6.5588236,11.517647,23.058823,32.184315,76.5,82.77157,69.97864,75.458755,92.854675,final
1984-09-01,2,51356,KE013060,34.0,11.764706,6.815686,24.294117,27.840197,82.29411,80.814705,141.88516,89.20203,101.72395,final
1984-09-11,2,51356,KE013060,34.0,11.8529415,6.6235294,30.17647,24.956863,89.7353,81.448044,144.98988,117.42374,109.586395,final
1984-09-21,2,51356,KE013060,34.0,5.0,7.9303923,28.617647,21.369608,89.79412,83.06569,77.33717,127.48633,107.64024,final
1984-10-01,2,51356,KE013060,34.0,119.76471,35.125492,136.61765,49.679413,199.29413,108.90196,310.93628,258.99628,179.35962,final
1984-10-11,2,51356,KE013060,34.0,43.64706,56.040195,168.41177,99.09608,230.52942,155.63628,79.69676,166.58818,146.62282,final
1984-10-21,2,51356,KE013060,34.0,174.26471,88.812744,337.67648,179.97842,389.35297,233.53235,191.0878,185.25214,165.32474,final
1984-11-01,2,51356,KE013060,34.0,130.14706,110.28529,348.05884,255.13823,508.9706,332.65784,117.22836,135.7197,152.2164,final
1984-11-11,2,51356,KE013060,34.0,111.14706,122.25,415.55884,321.34802,614.1471,445.40097,91.274704,128.86821,137.46574,final
1984-11-21,2,51356,KE013060,34.0,76.67647,90.34118,317.97058,322.87646,684.2647,524.2245,85.66757,98.50374,130.24051,final
1984-12-01,2,51356,KE013060,34.0,25.67647,42.2,213.49998,254.79118,698.17645,559.6088,64.992516,84.105995,124.54224,final
1984-12-11,2,51356,KE013060,34.0,29.411764,31.50196,131.7647,164.04314,715.7352,584.48724,94.27374,80.905205,122.26477,final
1984-12-21,2,51356,KE013060,34.0,7.8235292,27.47647,62.911762,101.17843,718.5588,604.0333,39.4856,63.960033,118.80447,final
1985-01-01,2,51356,KE013060,34.0,2.8823528,17.188234,40.117645,77.011765,601.67645,592.58136,35.52492,55.013626,101.52198,final
1985-01-11,2,51356,KE013060,34.0,3.264706,13.944118,13.970588,61.313725,561.29407,550.7059,43.626762,28.607336,101.90536,final
1985-01-21,2,51356,KE013060,34.0,13.764706,13.943137,19.911764,45.07549,400.79413,472.7598,99.05806,49.748417,84.93685,final
1985-02-01,2,51356,KE013060,34.0,32.17647,7.711765,49.205883,35.59902,302.82352,368.7255,292.4572,133.51524,82.36621,final
1985-02-11,2,51356,KE013060,34.0,3.9117646,11.284314,49.852943,32.939217,195.58823,254.62549,54.726063,144.58112,77.260605,final
1985-02-21,2,51356,KE013060,34.0,10.794118,8.544118,46.882355,27.540195,129.70589,172.87646,116.61237,159.44081,75.73002,final
1985-03-01,2,51356,KE013060,34.0,9.5,25.659803,24.205883,45.488235,113.52942,158.09901,47.293194,57.84691,72.673294,final
1985-03-11,2,51356,KE013060,34.0,11.382353,31.545097,31.67647,65.74902,95.50001,160.00195,44.82777,51.840244,60.90838,final
1985-03-21,2,51356,KE013060,34.0,185.02942,44.731373,205.91177,101.93627,272.7059,174.55196,382.11176,197.23128,154.66605,final
1985-04-01,2,51356,KE013060,34.0,78.29412,103.40882,274.7059,179.68529,348.11768,260.77255,76.83334,151.45001,132.86462,final
1985-04-11,2,51356,KE013060,34.0,171.76471,107.57255,435.08826,255.71274,516.6177,354.40097,157.02293,168.80197,145.1353,final
1985-04-21,2,51356,KE013060,34.0,129.23529,121.31078,379.29413,332.29214,632.08826,461.76862,106.27382,113.935104,136.48909,final
1985-05-01,2,51356,KE013060,34.0,95.20588,66.88529,396.20587,295.76862,695.1176,520.94214,139.39691,133.39352,133.11685,final
1985-05-11,2,51356,KE013060,34.0,92.64706,46.885296,317.08823,235.08138,783.8529,556.54315,188.19794,134.15794,140.47948,final
1985-05-21,2,51356,KE013060,34.0,42.058823,40.588234,229.91176,154.35883,815.1177,588.5873,103.2258,147.41057,138.16295,final
1985-06-01,2,51356,KE013060,34.0,5.970588,8.772549,140.67645,96.24608,811.58826,571.7,79.65547,143.88354,141.59671,final
1985-06-11,2,51356,KE013060,34.0,7.117647,5.990196,55.147057,55.350983,807.32355,546.1451,110.2587,99.6621,147.38834,final
1985-06-21,2,51356,KE013060,34.0,8.794118,6.312745,21.882355,21.07549,631.08826,507.72647,121.9343,103.09434,124.05997,final
1985-07-01,2,51356,KE013060,34.0,20.029411,9.289216,35.941177,21.592157,572.82355,413.60687,175.16295,153.9596,138.0349,final
1985-07-11,2,51356,KE013060,34.0,12.117647,9.305882,40.941177,24.907843,413.17645,315.3402,119.65461,153.60913,130.54137,final
1985-07-21,2,51356,KE013060,34.0,10.794118,10.916667,42.941174,29.511765,294.7353,204.94608,99.23006,138.91255,142.76775,final
1985-08-01,2,51356,KE013060,34.0,11.882353,11.159804,34.79412,31.382353,211.41173,149.2206,104.47127,109.377525,140.32608,final
1985-08-11,2,51356,KE013060,34.0,10.205882,9.506863,32.882355,31.583334,128.97058,111.842155,104.81855,103.55085,114.659454,final
1985-08-21,2,51356,KE013060,34.0,16.705883,11.517647,38.794117,32.184315,103.617645,82.77157,131.41026,117.77579,123.750374,final
1985-09-01,2,51356,KE013060,34.0,8.764706,6.815686,35.67647,27.840197,106.41176,80.814705,116.49519,123.86185,129.8283,final
1985-09-11,2,51356,KE013060,34.0,6.1764708,6.6235294,31.64706,24.956863,105.47058,81.448044,96.15385,122.33276,127.788414,final
1985-09-21,2,51356,KE013060,34.0,16.0,7.9303923,30.941177,21.369608,112.67647,83.06569,162.40807,136.29773,133.62352,final
1985-10-01,2,51356,KE013060,34.0,26.352942,35.125492,48.52941,49.679413,119.00001,108.90196,78.137215,97.89683,108.86556,final
1985-10-11,2,51356,KE013060,34.0,27.205883,56.040195,69.55882,99.09608,134.08824,155.63628,52.761765,71.62501,86.58582,final
1985-10-21,2,51356,KE013060,34.0,79.882355,88.812744,133.44118,179.97842,203.17647,233.53235,90.48062,74.8418,87.273895,final
1985-11-01,2,51356,KE013060,34.0,135.08824,110.28529,242.17648,255.13823,326.3824,332.65784,121.514404,95.01736,98.14147,final
1985-11-11,2,51356,KE013060,34.0,60.058823,122.25,275.02942,321.34802,376.2353,445.40097,51.126778,85.80699,84.64353,final
1985-11-21,2,51356,KE013060,34.0,83.79412,90.34118,278.9412,322.87646,443.32355,524.2245,93.13302,86.60005,84.7133,final
1985-12-01,2,51356,KE013060,34.0,30.147058,42.2,174.0,254.79118,464.7059,559.6088,74.4641,68.90148,83.19138,final
1985-12-11,2,51356,KE013060,34.0,7.8235292,31.50196,121.76471,164.04314,466.35297,584.48724,35.13107,74.98956,79.95982,final
1985-12-21,2,51356,KE013060,34.0,8.470589,27.47647,46.441177,101.17843,458.82355,604.0333,41.477993,48.44786,76.15734,final
1986-01-01,2,51356,KE013060,34.0,2.9705882,17.188234,19.264706,77.011765,435.44116,592.58136,35.92259,29.58686,73.70397,final
1986-01-11,2,51356,KE013060,34.0,3.1470587,13.944118,14.588236,61.313725,411.38235,550.7059,43.00574,29.538738,74.92855,final
1986-01-21,2,51356,KE013060,34.0,3.764706,13.943137,9.882353,45.07549,335.2647,472.7598,46.268497,29.719835,71.22087,final
1986-02-01,2,51356,KE013060,34.0,2.9705882,7.711765,9.882353,35.59902,203.14706,368.7255,62.702446,36.65693,55.695175,final
1986-02-11,2,51356,KE013060,34.0,3.5882354,11.284314,10.32353,32.939217,146.67647,254.62549,52.739315,40.389683,58.421253,final
1986-02-21,2,51356,KE013060,34.0,2.1470587,8.544118,8.705882,27.540195,65.02941,172.87646,52.768726,42.11985,39.36969,final
1986-03-01,2,51356,KE013060,34.0,63.558823,25.659803,69.29411,45.488235,98.44118,158.09901,223.61142,147.15134,63.422318,final
1986-03-11,2,51356,KE013060,34.0,9.882353,31.545097,75.588234,65.74902,100.5,160.00195,40.723255,113.9072,63.938637,final
1986-03-21,2,51356,KE013060,34.0,23.617647,44.731373,97.05882,101.93627,115.64706,174.55196,57.544453,95.43892,67.1934,final
1986-04-01,2,51356,KE013060,34.0,97.73529,103.40882,131.23529,179.68529,210.41176,260.77255,94.76654,73.76618,81.05117,final
1986-04-11,2,51356,KE013060,34.0,109.64706,107.57255,231.0,255.71274,316.91177,354.40097,101.84282,90.52109,89.56898,final
1986-04-21,2,51356,KE013060,34.0,236.23529,121.31078,443.61765,332.29214,549.3823,461.76862,190.98552,133.00566,118.77026,final
1986-05-01,2,51356,KE013060,34.0,98.64706,66.88529,444.52942,295.76862,645.0588,520.94214,144.18396,149.46022,123.59891,final
1986-05-11,2,51356,KE013060,34.0,20.411764,46.885296,355.29413,235.08138,661.88226,556.54315,48.97681,150.07167,118.75886,final
1986-05-21,2,51356,KE013060,34.0,44.5,40.588234,163.55882,154.35883,704.2352,588.5873,108.58065,105.773125,119.48289,final
1986-06-01,2,51356,KE013060,34.0,7.9117646,8.772549,72.82353,96.24608,648.5882,571.7,93.75,76.86573,113.332436,final
1986-06-11,2,51356,KE013060,34.0,30.852942,5.990196,83.26471,55.350983,669.5588,546.1451,326.2266,146.2523,122.392235,final
1986-06-21,2,51356,KE013060,34.0,6.852941,6.312745,45.617645,21.07549,652.7941,507.72647,104.775116,194.11961,128.2934,final
1986-07-01,2,51356,KE013060,34.0,8.058824,9.289216,45.764706,21.592157,563.11774,413.60687,91.389366,190.90105,135.7163,final
1986-07-11,2,51356,KE013060,34.0,8.5,9.305882,23.411764,24.907843,461.9706,315.3402,94.366776,94.9977,145.77335,final
1986-07-21,2,51356,KE013060,34.0,6.2647057,10.916667,22.823528,29.511765,231.99998,204.94608,70.77302,80.620415,112.886116,final
1986-08-01,2,51356,KE013060,34.0,5.529412,11.159804,20.294117,31.382353,138.88237,149.2206,65.158035,69.52303,93.29647,final
1986-08-11,2,51356,KE013060,34.0,5.617647,9.506863,17.411764,31.583334,124.088234,111.842155,73.19051,61.26222,110.480865,final
1986-08-21,2,51356,KE013060,34.0,10.088235,11.517647,21.235294,32.184315,89.67647,82.77157,91.34615,70.55473,107.8669,final
1986-09-01,2,51356,KE013060,34.0,10.8529415,6.815686,26.558823,27.840197,92.617645,80.814705,134.1686,96.09816,113.75398,final
1986-09-11,2,51356,KE013060,34.0,9.029411,6.6235294,29.970589,24.956863,70.79412,81.448044,120.69838,116.73648,87.67593,final
1986-09-21,2,51356,KE013060,34.0,5.470588,7.9303923,25.352942,21.369608,69.411766,83.06569,80.97658,115.105774,84.49575,final
1986-10-01,2,51356,KE013060,34.0,32.617645,35.125492,47.117645,49.679413,93.97059,108.90196,93.74999,95.31493,86.89103,final
1986-10-11,2,51356,KE013060,34.0,22.470589,56.040195,60.558823,99.09608,107.94118,155.63628,45.004097,62.97915,70.30864,final
1986-10-21,2,51356,KE013060,34.0,67.82353,88.812744,122.911766,179.97842,169.5,233.53235,77.62648,69.14956,73.15569,final
1986-11-01,2,51356,KE013060,34.0,58.558823,110.28529,148.85294,255.13823,222.5294,332.65784,55.131767,59.142757,67.384605,final
